PHILIPPINES,Year,Month,Price,Annual Price,MonthNum,Date
"TOGUE (BEAN SPROUTS), 1 KG",2024,April,28.01,34.33,4,4/1/2024
"PAKO (FIDDLEHEAD FERN), 1 KG",2024,April,65.12,78.62,4,4/1/2024
"MUSHROOM (OYSTER/FRESH), 1 KG",2024,April,165.05,188.94,4,4/1/2024
"TANGLAD (LEMON GRASS), 1 KG",2024,April,16.99,25.88,4,4/1/2024
"KUTSAY (CHIVES), 1 KG",2024,April,45.99,61.53,4,4/1/2024
"LABONG (BAMBOO SHOOT), 1 KG",2024,April,55.99,68.01,4,4/1/2024
"ARARU (ARROWROOT), 1 KG",2024,April,85.05,97.58,4,4/1/2024
"KAMOTE (SWEET POTATO), 1 KG",2024,April,55.92,67.35,4,4/1/2024
"GABI (TARO), 1 KG",2024,April,55.99,71.35,4,4/1/2024
"UBE (PURPLE YAM), 1 KG",2024,April,65.92,78.02,4,4/1/2024
"SINANDOMENG RICE, 1 KG",2024,April,55.69,56.24,4,4/1/2024
"DINORADO RICE, 1 KG",2024,April,60.68,60.36,4,4/1/2024
"JASMINE RICE, 1 KG",2024,April,60.46,61.61,4,4/1/2024
"MALAGKIT (STICKY RICE), 1 KG",2024,April,64.63,64.37,4,4/1/2024
"MILAGROSA RICE, 1 KG",2024,April,54.59,53.73,4,4/1/2024
"PINAWA (BROWN RICE), 1 KG",2024,April,72.66,73.22,4,4/1/2024
"PULANG BIGAS (RED RICE), 1 KG",2024,April,69.02,69.91,4,4/1/2024
"REPOLYO (CABBAGE), 1 KG",2018,May,65.81,80.68,5,5/1/2018
"KOLIFLOWER (CAULIFLOWER), 1 KG",2018,May,93.26,113.63,5,5/1/2018
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2018,May,26.85,28.58,5,5/1/2018
"ALUGBATI (MALABAR SPINACH), 1 KG",2018,May,50.14,51.13,5,5/1/2018
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2018,May,32.43,34.01,5,5/1/2018
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2018,May,33.31,33.83,5,5/1/2018
"GABI LEAVES (DAHON NG GABI), 1 KG",2018,May,72.99,73.26,5,5/1/2018
"KANGKONG (WATER SPINACH), 1 KG",2018,May,31.9,32.25,5,5/1/2018
"MALUNGGAY (MORINGA), 1 KG",2018,May,53.73,50.97,5,5/1/2018
"BOK CHOY (CHINESE CABBAGE), 1 KG",2018,May,57.26,64.95,5,5/1/2018
"PECHAY (NATIVE), 1 KG",2018,May,60.84,65.23,5,5/1/2018
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2018,May,93.68,93.16,5,5/1/2018
"SILING LABUYO (WILD CHILI), 1 KG",2018,May,170.78,192.97,5,5/1/2018
"SIBUYAS (ONION), 1 KG",2018,May,120.93,133.42,5,5/1/2018
"LABANOS (RADISH), 1 KG",2018,May,20.73,28.12,5,5/1/2018
"SITAW (STRING BEAN), 1 KG",2018,May,30.34,38.19,5,5/1/2018
"AMPALAYA (BITTER GOURD), 1 KG",2018,May,35.63,43.56,5,5/1/2018
"UPO (BOTTLE GOURD), 1 KG",2018,May,28.2,33.46,5,5/1/2018
"TALONG (EGGPLANT), (NATIVE), 1 KG",2018,May,25.77,33.44,5,5/1/2018
"LUYA (GINGER), 1 KG",2018,May,80.22,100.53,5,5/1/2018
"BAWANG (GARLIC), 1 KG",2018,May,160.95,176.77,5,5/1/2018
"KAMATIS (TOMATO), 1 KG",2018,May,35.91,48.49,5,5/1/2018
"KAROT (CARROT), 1 KG",2018,May,48.55,55.98,5,5/1/2018
"BROKOLI (BROCCOLI), 1 KG",2018,May,110.13,118.49,5,5/1/2018
"SINGKAMAS (JICAMA), 1 KG",2018,May,18.91,24.55,5,5/1/2018
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2018,May,110.55,118.45,5,5/1/2018
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2018,May,45.02,51.57,5,5/1/2018
"MUSTASA (MUSTARD LEAVE), 1 KG",2018,May,28.55,34.54,5,5/1/2018
"SAYOTE (CHAYOTE), 1 KG",2018,May,22.46,27.74,5,5/1/2018
"KALABASA (SQUASH), 1 KG",2018,May,18.45,22.22,5,5/1/2018
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2018,May,12.59,16.05,5,5/1/2018
"OKRA, 1 KG",2018,May,30.05,37,5,5/1/2018
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2018,May,75.31,93.32,5,5/1/2018
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2018,May,45.96,54.16,5,5/1/2018
"SAMPALOC (TAMARIND), 1 KG",2018,May,60.91,68.46,5,5/1/2018
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2018,May,30.71,37.77,5,5/1/2018
"PATOLA (SPONGE GOURD), 1 KG",2018,May,25.14,32.69,5,5/1/2018
"PATANI (LIMA BEAN), 1 KG",2018,May,30.15,37.47,5,5/1/2018
"SALUYOT (JUTE MALLOW), 1 KG",2018,May,25.17,31.77,5,5/1/2018
"KADYOS (PIGEON BEAN), 1 KG",2018,May,40.12,48.43,5,5/1/2018
"BATAW (HYACINTH BEAN), 1 KG",2018,May,30.88,38.3,5,5/1/2018
"KAMOTENG KAHOY (CASSAVA), 1 KG",2018,May,28.17,33.84,5,5/1/2018
"GABI (TARRO), 1 KG",2018,May,40.03,47.75,5,5/1/2018
"SILING-TAMBAN (BELL PEPPER), 1 KG",2018,May,60.88,70.18,5,5/1/2018
"PATATAS (POTATO), 1 KG",2018,May,50.91,58.72,5,5/1/2018
"LETTUCE (LITSUGAS), 1 KG",2018,May,70.88,79.54,5,5/1/2018
"GREEN BEANS (BAGUIO BEANS), 1 KG",2018,May,40.92,48.77,5,5/1/2018
"SILING LABUYO (RED CHILI), 1 KG",2018,May,70.03,78.28,5,5/1/2018
"KOLITIS/URAY (AMARANTH), 1 KG",2018,May,30.05,37.36,5,5/1/2018
"TOGUE (BEAN SPROUTS), 1 KG",2018,May,15.05,19.43,5,5/1/2018
"PAKO (FIDDLEHEAD FERN), 1 KG",2018,May,40.15,47.44,5,5/1/2018
"MUSHROOM (OYSTER/FRESH), 1 KG",2018,May,110.12,129.28,5,5/1/2018
"TANGLAD (LEMON GRASS), 1 KG",2018,May,10.05,12.76,5,5/1/2018
"KUTSAY (CHIVES), 1 KG",2018,May,25.03,31.77,5,5/1/2018
"LABONG (BAMBOO SHOOT), 1 KG",2018,May,30.12,38.65,5,5/1/2018
"ARARU (ARROWROOT), 1 KG",2018,May,60.15,69.34,5,5/1/2018
"KAMOTE (SWEET POTATO), 1 KG",2018,May,30.12,37.47,5,5/1/2018
"GABI (TARO), 1 KG",2018,May,35.12,41.59,5,5/1/2018
"UBE (PURPLE YAM), 1 KG",2018,May,40.11,48.45,5,5/1/2018
"SINANDOMENG RICE, 1 KG",2018,May,41.74,42,5,5/1/2018
"DINORADO RICE, 1 KG",2018,May,45.96,44.54,5,5/1/2018
"JASMINE RICE, 1 KG",2018,May,46.09,46.22,5,5/1/2018
"MALAGKIT (STICKY RICE), 1 KG",2018,May,46.93,48.24,5,5/1/2018
"MILAGROSA RICE, 1 KG",2018,May,39.09,39.82,5,5/1/2018
"PINAWA (BROWN RICE), 1 KG",2018,May,53.93,55.01,5,5/1/2018
"PULANG BIGAS (RED RICE), 1 KG",2018,May,51.95,52.19,5,5/1/2018
"REPOLYO (CABBAGE), 1 KG",2019,May,80.49,75.67,5,5/1/2019
"KOLIFLOWER (CAULIFLOWER), 1 KG",2019,May,126.43,119.31,5,5/1/2019
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2019,May,33.78,31.66,5,5/1/2019
"ALUGBATI (MALABAR SPINACH), 1 KG",2019,May,53.93,52.65,5,5/1/2019
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2019,May,35.45,34.84,5,5/1/2019
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2019,May,37.46,34.58,5,5/1/2019
"GABI LEAVES (DAHON NG GABI), 1 KG",2019,May,68.69,70.02,5,5/1/2019
"KANGKONG (WATER SPINACH), 1 KG",2019,May,33.28,33.78,5,5/1/2019
"MALUNGGAY (MORINGA), 1 KG",2019,May,52.3,49.44,5,5/1/2019
"BOK CHOY (CHINESE CABBAGE), 1 KG",2019,May,71.54,67.98,5,5/1/2019
"PECHAY (NATIVE), 1 KG",2019,May,66.6,66.4,5,5/1/2019
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2019,May,94.83,98.98,5,5/1/2019
"SILING LABUYO (WILD CHILI), 1 KG",2019,May,190.11,214.77,5,5/1/2019
"SIBUYAS (ONION), 1 KG",2019,May,135.55,150.39,5,5/1/2019
"LABANOS (RADISH), 1 KG",2019,May,25.92,33.26,5,5/1/2019
"SITAW (STRING BEAN), 1 KG",2019,May,35.64,43.07,5,5/1/2019
"AMPALAYA (BITTER GOURD), 1 KG",2019,May,40.48,48.45,5,5/1/2019
"UPO (BOTTLE GOURD), 1 KG",2019,May,33.09,38.09,5,5/1/2019
"TALONG (EGGPLANT), (NATIVE), 1 KG",2019,May,30.62,38.44,5,5/1/2019
"LUYA (GINGER), 1 KG",2019,May,90.49,110.92,5,5/1/2019
"BAWANG (GARLIC), 1 KG",2019,May,175.44,193.04,5,5/1/2019
"KAMATIS (TOMATO), 1 KG",2019,May,40.09,53.72,5,5/1/2019
"KAROT (CARROT), 1 KG",2019,May,53.65,61.4,5,5/1/2019
"BROKOLI (BROCCOLI), 1 KG",2019,May,120.66,128.91,5,5/1/2019
"SINGKAMAS (JICAMA), 1 KG",2019,May,21.41,27.52,5,5/1/2019
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2019,May,120.37,128.91,5,5/1/2019
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2019,May,48.6,55.7,5,5/1/2019
"MUSTASA (MUSTARD LEAVE), 1 KG",2019,May,31.02,38.33,5,5/1/2019
"SAYOTE (CHAYOTE), 1 KG",2019,May,25.01,31.25,5,5/1/2019
"KALABASA (SQUASH), 1 KG",2019,May,20.37,24.58,5,5/1/2019
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2019,May,14.88,18.16,5,5/1/2019
"OKRA, 1 KG",2019,May,35.87,42.06,5,5/1/2019
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2019,May,85.92,104.28,5,5/1/2019
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2019,May,50.09,59.92,5,5/1/2019
"SAMPALOC (TAMARIND), 1 KG",2019,May,65.18,73.54,5,5/1/2019
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2019,May,35.88,42.51,5,5/1/2019
"PATOLA (SPONGE GOURD), 1 KG",2019,May,30.93,37.68,5,5/1/2019
"PATANI (LIMA BEAN), 1 KG",2019,May,35.6,42.22,5,5/1/2019
"SALUYOT (JUTE MALLOW), 1 KG",2019,May,30.88,36.81,5,5/1/2019
"KADYOS (PIGEON BEAN), 1 KG",2019,May,45.88,53.84,5,5/1/2019
"BATAW (HYACINTH BEAN), 1 KG",2019,May,35.05,43.37,5,5/1/2019
"KAMOTENG KAHOY (CASSAVA), 1 KG",2019,May,33.09,38.87,5,5/1/2019
"GABI (TARRO), 1 KG",2019,May,45.92,53.74,5,5/1/2019
"SILING-TAMBAN (BELL PEPPER), 1 KG",2019,May,65.15,75.44,5,5/1/2019
"PATATAS (POTATO), 1 KG",2019,May,55.9,63.83,5,5/1/2019
"LETTUCE (LITSUGAS), 1 KG",2019,May,75.92,84.32,5,5/1/2019
"GREEN BEANS (BAGUIO BEANS), 1 KG",2019,May,45.88,53.42,5,5/1/2019
"SILING LABUYO (RED CHILI), 1 KG",2019,May,75.88,83.84,5,5/1/2019
"KOLITIS/URAY (AMARANTH), 1 KG",2019,May,35.92,42.39,5,5/1/2019
"TOGUE (BEAN SPROUTS), 1 KG",2019,May,17.99,22.34,5,5/1/2019
"PAKO (FIDDLEHEAD FERN), 1 KG",2019,May,45.99,52.99,5,5/1/2019
"MUSHROOM (OYSTER/FRESH), 1 KG",2019,May,120.99,138.42,5,5/1/2019
"TANGLAD (LEMON GRASS), 1 KG",2019,May,12.03,14.85,5,5/1/2019
"KUTSAY (CHIVES), 1 KG",2019,May,30.14,37.94,5,5/1/2019
"LABONG (BAMBOO SHOOT), 1 KG",2019,May,35.05,43.34,5,5/1/2019
"ARARU (ARROWROOT), 1 KG",2019,May,65.12,73.42,5,5/1/2019
"KAMOTE (SWEET POTATO), 1 KG",2019,May,35.88,41.93,5,5/1/2019
"GABI (TARO), 1 KG",2019,May,40.05,46.35,5,5/1/2019
"UBE (PURPLE YAM), 1 KG",2019,May,45.88,53.83,5,5/1/2019
"SINANDOMENG RICE, 1 KG",2019,May,43.39,43.81,5,5/1/2019
"DINORADO RICE, 1 KG",2019,May,46.75,46.99,5,5/1/2019
"JASMINE RICE, 1 KG",2019,May,46.99,48.58,5,5/1/2019
"MALAGKIT (STICKY RICE), 1 KG",2019,May,49.75,50.11,5,5/1/2019
"MILAGROSA RICE, 1 KG",2019,May,42.25,41.91,5,5/1/2019
"PINAWA (BROWN RICE), 1 KG",2019,May,57.47,58.18,5,5/1/2019
"PULANG BIGAS (RED RICE), 1 KG",2019,May,53.31,54.45,5,5/1/2019
"REPOLYO (CABBAGE), 1 KG",2020,May,82.84,74.92,5,5/1/2020
"KOLIFLOWER (CAULIFLOWER), 1 KG",2020,May,94.17,100.46,5,5/1/2020
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2020,May,32.3,31.52,5,5/1/2020
"ALUGBATI (MALABAR SPINACH), 1 KG",2020,May,58.26,55.62,5,5/1/2020
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2020,May,34.3,36.2,5,5/1/2020
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2020,May,32.63,32.82,5,5/1/2020
"GABI LEAVES (DAHON NG GABI), 1 KG",2020,May,73.6,75.57,5,5/1/2020
"KANGKONG (WATER SPINACH), 1 KG",2020,May,35.44,35.53,5,5/1/2020
"MALUNGGAY (MORINGA), 1 KG",2020,May,47.56,44.85,5,5/1/2020
"BOK CHOY (CHINESE CABBAGE), 1 KG",2020,May,68.59,62.33,5,5/1/2020
"PECHAY (NATIVE), 1 KG",2020,May,69.9,68.3,5,5/1/2020
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2020,May,105.38,104.21,5,5/1/2020
"SILING LABUYO (WILD CHILI), 1 KG",2020,May,210.36,236.17,5,5/1/2020
"SIBUYAS (ONION), 1 KG",2020,May,150.33,167.65,5,5/1/2020
"LABANOS (RADISH), 1 KG",2020,May,30.48,37.69,5,5/1/2020
"SITAW (STRING BEAN), 1 KG",2020,May,40.56,47.13,5,5/1/2020
"AMPALAYA (BITTER GOURD), 1 KG",2020,May,45.54,53.07,5,5/1/2020
"UPO (BOTTLE GOURD), 1 KG",2020,May,38.83,43.17,5,5/1/2020
"TALONG (EGGPLANT), (NATIVE), 1 KG",2020,May,35.66,43.23,5,5/1/2020
"LUYA (GINGER), 1 KG",2020,May,100.12,120.42,5,5/1/2020
"BAWANG (GARLIC), 1 KG",2020,May,190.23,206.77,5,5/1/2020
"KAMATIS (TOMATO), 1 KG",2020,May,45.16,58.21,5,5/1/2020
"KAROT (CARROT), 1 KG",2020,May,58.38,66.4,5,5/1/2020
"BROKOLI (BROCCOLI), 1 KG",2020,May,130.68,138.97,5,5/1/2020
"SINGKAMAS (JICAMA), 1 KG",2020,May,24.18,30.73,5,5/1/2020
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2020,May,130.95,138.96,5,5/1/2020
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2020,May,51.78,59.54,5,5/1/2020
"MUSTASA (MUSTARD LEAVE), 1 KG",2020,May,34.5,41.08,5,5/1/2020
"SAYOTE (CHAYOTE), 1 KG",2020,May,28.67,33.92,5,5/1/2020
"KALABASA (SQUASH), 1 KG",2020,May,23.14,27.42,5,5/1/2020
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2020,May,17.55,21.24,5,5/1/2020
"OKRA, 1 KG",2020,May,40.16,47.22,5,5/1/2020
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2020,May,95.34,116.74,5,5/1/2020
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2020,May,55.12,64.71,5,5/1/2020
"SAMPALOC (TAMARIND), 1 KG",2020,May,70.18,77.92,5,5/1/2020
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2020,May,40.85,46.65,5,5/1/2020
"PATOLA (SPONGE GOURD), 1 KG",2020,May,35.99,42.78,5,5/1/2020
"PATANI (LIMA BEAN), 1 KG",2020,May,40.99,47.43,5,5/1/2020
"SALUYOT (JUTE MALLOW), 1 KG",2020,May,35.88,42.35,5,5/1/2020
"KADYOS (PIGEON BEAN), 1 KG",2020,May,50.11,58.09,5,5/1/2020
"BATAW (HYACINTH BEAN), 1 KG",2020,May,40.11,48.36,5,5/1/2020
"KAMOTENG KAHOY (CASSAVA), 1 KG",2020,May,38.1,43.86,5,5/1/2020
"GABI (TARRO), 1 KG",2020,May,50.12,58.62,5,5/1/2020
"SILING-TAMBAN (BELL PEPPER), 1 KG",2020,May,70.99,80.44,5,5/1/2020
"PATATAS (POTATO), 1 KG",2020,May,60.03,68.85,5,5/1/2020
"LETTUCE (LITSUGAS), 1 KG",2020,May,80.11,88.62,5,5/1/2020
"GREEN BEANS (BAGUIO BEANS), 1 KG",2020,May,50.99,58.85,5,5/1/2020
"SILING LABUYO (RED CHILI), 1 KG",2020,May,80.12,88.27,5,5/1/2020
"KOLITIS/URAY (AMARANTH), 1 KG",2020,May,40.15,48.62,5,5/1/2020
"TOGUE (BEAN SPROUTS), 1 KG",2020,May,20.99,24.94,5,5/1/2020
"PAKO (FIDDLEHEAD FERN), 1 KG",2020,May,50.15,58.04,5,5/1/2020
"MUSHROOM (OYSTER/FRESH), 1 KG",2020,May,130.99,148.44,5,5/1/2020
"TANGLAD (LEMON GRASS), 1 KG",2020,May,14.11,16.77,5,5/1/2020
"KUTSAY (CHIVES), 1 KG",2020,May,35.92,41.62,5,5/1/2020
"LABONG (BAMBOO SHOOT), 1 KG",2020,May,40.05,47.6,5,5/1/2020
"ARARU (ARROWROOT), 1 KG",2020,May,70.03,78.42,5,5/1/2020
"KAMOTE (SWEET POTATO), 1 KG",2020,May,40.05,47.34,5,5/1/2020
"GABI (TARO), 1 KG",2020,May,45.99,51.35,5,5/1/2020
"UBE (PURPLE YAM), 1 KG",2020,May,50.15,58.09,5,5/1/2020
"SINANDOMENG RICE, 1 KG",2020,May,45.32,46.13,5,5/1/2020
"DINORADO RICE, 1 KG",2020,May,49.75,49.85,5,5/1/2020
"JASMINE RICE, 1 KG",2020,May,50.92,50.91,5,5/1/2020
"MALAGKIT (STICKY RICE), 1 KG",2020,May,51.56,52.84,5,5/1/2020
"MILAGROSA RICE, 1 KG",2020,May,43.5,43.99,5,5/1/2020
"PINAWA (BROWN RICE), 1 KG",2020,May,61.78,60.58,5,5/1/2020
"PULANG BIGAS (RED RICE), 1 KG",2020,May,57.66,57.21,5,5/1/2020
"REPOLYO (CABBAGE), 1 KG",2021,May,65.64,91.12,5,5/1/2021
"KOLIFLOWER (CAULIFLOWER), 1 KG",2021,May,87.27,135.17,5,5/1/2021
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2021,May,33.63,35.81,5,5/1/2021
"ALUGBATI (MALABAR SPINACH), 1 KG",2021,May,60.66,58.7,5,5/1/2021
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2021,May,35.29,37.42,5,5/1/2021
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2021,May,31.82,36.93,5,5/1/2021
"GABI LEAVES (DAHON NG GABI), 1 KG",2021,May,79.24,80.67,5,5/1/2021
"KANGKONG (WATER SPINACH), 1 KG",2021,May,36.78,39.24,5,5/1/2021
"MALUNGGAY (MORINGA), 1 KG",2021,May,45.99,45.44,5,5/1/2021
"BOK CHOY (CHINESE CABBAGE), 1 KG",2021,May,57.43,66.62,5,5/1/2021
"PECHAY (NATIVE), 1 KG",2021,May,64.23,72.15,5,5/1/2021
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2021,May,109.09,110.23,5,5/1/2021
"SILING LABUYO (WILD CHILI), 1 KG",2021,May,230.14,266.37,5,5/1/2021
"SIBUYAS (ONION), 1 KG",2021,May,165.11,184.11,5,5/1/2021
"LABANOS (RADISH), 1 KG",2021,May,35.8,43.48,5,5/1/2021
"SITAW (STRING BEAN), 1 KG",2021,May,45.03,52.29,5,5/1/2021
"AMPALAYA (BITTER GOURD), 1 KG",2021,May,50.15,58,5,5/1/2021
"UPO (BOTTLE GOURD), 1 KG",2021,May,43.89,48.12,5,5/1/2021
"TALONG (EGGPLANT), (NATIVE), 1 KG",2021,May,40.18,47.42,5,5/1/2021
"LUYA (GINGER), 1 KG",2021,May,110.02,130.92,5,5/1/2021
"BAWANG (GARLIC), 1 KG",2021,May,205.81,223.46,5,5/1/2021
"KAMATIS (TOMATO), 1 KG",2021,May,50.29,63.49,5,5/1/2021
"KAROT (CARROT), 1 KG",2021,May,63.09,71.46,5,5/1/2021
"BROKOLI (BROCCOLI), 1 KG",2021,May,140.38,148.05,5,5/1/2021
"SINGKAMAS (JICAMA), 1 KG",2021,May,27.63,33.46,5,5/1/2021
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2021,May,140.78,148.23,5,5/1/2021
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2021,May,55.99,63.56,5,5/1/2021
"MUSTASA (MUSTARD LEAVE), 1 KG",2021,May,37.47,44.49,5,5/1/2021
"SAYOTE (CHAYOTE), 1 KG",2021,May,31.44,37.38,5,5/1/2021
"KALABASA (SQUASH), 1 KG",2021,May,25.99,30.32,5,5/1/2021
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2021,May,20.15,23.44,5,5/1/2021
"OKRA, 1 KG",2021,May,45.92,51.96,5,5/1/2021
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2021,May,110.77,131.06,5,5/1/2021
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2021,May,60.25,68.06,5,5/1/2021
"SAMPALOC (TAMARIND), 1 KG",2021,May,75.09,83.15,5,5/1/2021
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2021,May,45.77,52.67,5,5/1/2021
"PATOLA (SPONGE GOURD), 1 KG",2021,May,40.22,47.35,5,5/1/2021
"PATANI (LIMA BEAN), 1 KG",2021,May,45.91,52.45,5,5/1/2021
"SALUYOT (JUTE MALLOW), 1 KG",2021,May,40.11,47.85,5,5/1/2021
"KADYOS (PIGEON BEAN), 1 KG",2021,May,55.88,63.44,5,5/1/2021
"BATAW (HYACINTH BEAN), 1 KG",2021,May,45.03,53.37,5,5/1/2021
"KAMOTENG KAHOY (CASSAVA), 1 KG",2021,May,43.92,49.09,5,5/1/2021
"GABI (TARRO), 1 KG",2021,May,55.88,63.52,5,5/1/2021
"SILING-TAMBAN (BELL PEPPER), 1 KG",2021,May,75.88,83.61,5,5/1/2021
"PATATAS (POTATO), 1 KG",2021,May,65.12,73.83,5,5/1/2021
"LETTUCE (LITSUGAS), 1 KG",2021,May,85.12,93.26,5,5/1/2021
"GREEN BEANS (BAGUIO BEANS), 1 KG",2021,May,55.03,63.44,5,5/1/2021
"SILING LABUYO (RED CHILI), 1 KG",2021,May,85.99,94.67,5,5/1/2021
"KOLITIS/URAY (AMARANTH), 1 KG",2021,May,45.88,53.62,5,5/1/2021
"TOGUE (BEAN SPROUTS), 1 KG",2021,May,23.99,27.54,5,5/1/2021
"PAKO (FIDDLEHEAD FERN), 1 KG",2021,May,55.12,63.09,5,5/1/2021
"MUSHROOM (OYSTER/FRESH), 1 KG",2021,May,140.05,158.43,5,5/1/2021
"TANGLAD (LEMON GRASS), 1 KG",2021,May,16.05,18.83,5,5/1/2021
"KUTSAY (CHIVES), 1 KG",2021,May,40.05,46.87,5,5/1/2021
"LABONG (BAMBOO SHOOT), 1 KG",2021,May,45.12,53.35,5,5/1/2021
"ARARU (ARROWROOT), 1 KG",2021,May,75.92,83.68,5,5/1/2021
"KAMOTE (SWEET POTATO), 1 KG",2021,May,45.88,53.6,5,5/1/2021
"GABI (TARO), 1 KG",2021,May,50.12,57.1,5,5/1/2021
"UBE (PURPLE YAM), 1 KG",2021,May,55.88,63.46,5,5/1/2021
"SINANDOMENG RICE, 1 KG",2021,May,49.41,48.44,5,5/1/2021
"DINORADO RICE, 1 KG",2021,May,52.57,52.5,5,5/1/2021
"JASMINE RICE, 1 KG",2021,May,52.94,53.01,5,5/1/2021
"MALAGKIT (STICKY RICE), 1 KG",2021,May,55.51,55.77,5,5/1/2021
"MILAGROSA RICE, 1 KG",2021,May,46.39,46.63,5,5/1/2021
"PINAWA (BROWN RICE), 1 KG",2021,May,64.63,64.16,5,5/1/2021
"PULANG BIGAS (RED RICE), 1 KG",2021,May,59.03,59.9,5,5/1/2021
"REPOLYO (CABBAGE), 1 KG",2022,May,73.52,81.76,5,5/1/2022
"KOLIFLOWER (CAULIFLOWER), 1 KG",2022,May,133.58,162.8,5,5/1/2022
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2022,May,38.44,37.34,5,5/1/2022
"ALUGBATI (MALABAR SPINACH), 1 KG",2022,May,54.86,57.73,5,5/1/2022
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2022,May,39.3,40.61,5,5/1/2022
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2022,May,42.34,42.28,5,5/1/2022
"GABI LEAVES (DAHON NG GABI), 1 KG",2022,May,87.11,86.79,5,5/1/2022
"KANGKONG (WATER SPINACH), 1 KG",2022,May,42.61,44.32,5,5/1/2022
"MALUNGGAY (MORINGA), 1 KG",2022,May,47.96,49.26,5,5/1/2022
"BOK CHOY (CHINESE CABBAGE), 1 KG",2022,May,65.65,67.19,5,5/1/2022
"PECHAY (NATIVE), 1 KG",2022,May,73.77,82.69,5,5/1/2022
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2022,May,111.4,118.08,5,5/1/2022
"SILING LABUYO (WILD CHILI), 1 KG",2022,May,260.03,285.96,5,5/1/2022
"SIBUYAS (ONION), 1 KG",2022,May,185.06,201.65,5,5/1/2022
"LABANOS (RADISH), 1 KG",2022,May,40.7,48.4,5,5/1/2022
"SITAW (STRING BEAN), 1 KG",2022,May,50.77,57.11,5,5/1/2022
"AMPALAYA (BITTER GOURD), 1 KG",2022,May,55.02,63.44,5,5/1/2022
"UPO (BOTTLE GOURD), 1 KG",2022,May,48.05,53.26,5,5/1/2022
"TALONG (EGGPLANT), (NATIVE), 1 KG",2022,May,45.09,52.55,5,5/1/2022
"LUYA (GINGER), 1 KG",2022,May,120.77,145.97,5,5/1/2022
"BAWANG (GARLIC), 1 KG",2022,May,220.57,236.89,5,5/1/2022
"KAMATIS (TOMATO), 1 KG",2022,May,60.13,73.5,5,5/1/2022
"KAROT (CARROT), 1 KG",2022,May,68.74,76.42,5,5/1/2022
"BROKOLI (BROCCOLI), 1 KG",2022,May,150.08,158.05,5,5/1/2022
"SINGKAMAS (JICAMA), 1 KG",2022,May,30.58,36.33,5,5/1/2022
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2022,May,150.39,157.62,5,5/1/2022
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2022,May,60.01,67.69,5,5/1/2022
"MUSTASA (MUSTARD LEAVE), 1 KG",2022,May,40.71,47.85,5,5/1/2022
